ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
87159,2009,9560,社区服务,湖南,农民专业合作社,企业法人,0.89,1
87602,2002,5730,社区服务,湖南,农民专业合作社,企业法人,0.95,1
87712,2004,9880,商业服务业,福建,股份有限公司,企业法人,0.89,1
87861,2014,1320,商业服务业,山东,有限责任公司,自然人,NA,1
88816,2008,1590,服务业,湖南,集体所有制企业,自然人,0.76,1
89084,2011,2580,交通运输业,湖南,集体所有制企业,企业法人,0.56,1
89406,2008,8820,商业服务业,江西,股份有限公司,自然人,0.96,1
89911,2012,5890,服务业,湖南,集体所有制企业,企业法人,0.91,1
89965,2004,7130,零售业,湖北,有限责任公司,企业法人,0.9,1
90008,2013,9640,社区服务,广西,有限责任公司,企业法人,0.82,1
90049,2007,9070,服务业,山东,农民专业合作社,自然人,0.54,1
90058,2004,9860,交通运输业,广东,集体所有制企业,企业法人,0.52,1
90872,2001,2410,服务业,广东,集体所有制企业,企业法人,0.66,1
91494,2009,2300,工业,广东,合伙企业,企业法人,0.88,1
91570,2004,180,社区服务,山东,集体所有制企业,企业法人,0.93,1
91676,2001,9620,零售业,广西,股份有限公司,自然人,0.88,1
91830,2000,9160,商业服务业,湖北,集体所有制企业,自然人,0.93,1
91969,2003,6770,商业服务业,广东,股份有限公司,自然人,0.83,1
92055,2002,7950,零售业,山东,有限责任公司,自然人,0.89,1
92056,2009,250,工业,山东,合伙企业,企业法人,0.75,1
92498,2003,9750,商业服务业,广西,有限责任公司,企业法人,0.69,1
92848,2007,6770,交通运输业,山东,集体所有制企业,企业法人,0.97,1
92934,2003,9490,工业,湖南,合伙企业,自然人,0.75,1
93227,2000,220,商业服务业,山东,集体所有制企业,企业法人,0.86,1
93481,2003,5720,NA,江西,合伙企业,企业法人,0.73,1
93748,2013,2660,零售业,湖北,合伙企业,企业法人,0.79,1
94202,2008,2460,社区服务,湖北,农民专业合作社,自然人,0.8,1
94255,2014,7000,商业服务业,湖北,合伙企业,企业法人,0.59,1
94340,2014,300,服务业,广东,股份有限公司,企业法人,0.54,1
94762,NA,1310,工业,江西,股份有限公司,企业法人,0.92,1
94892,2009,5310,零售业,广东,股份有限公司,企业法人,0.84,1
94945,2013,4360,零售业,湖南,合伙企业,自然人,0.52,1
94960,2005,8630,商业服务业,湖北,合伙企业,自然人,0.8,1
95114,2001,6020,服务业,湖南,有限责任公司,企业法人,0.88,1
95212,2006,7490,零售业,江西,农民专业合作社,自然人,1,1
95360,2008,7870,服务业,湖北,有限责任公司,自然人,0.95,1
95769,2006,3740,服务业,湖南,合伙企业,自然人,0.68,1
96309,2014,2570,工业,广西,集体所有制企业,企业法人,0.69,1
96474,2011,7580,工业,广西,合伙企业,企业法人,0.85,1
96500,2006,3990,工业,江西,集体所有制企业,自然人,0.82,1
96613,2001,260,服务业,福建,集体所有制企业,企业法人,0.56,1
97468,2001,1360,工业,山东,股份有限公司,自然人,0.52,1
98138,2004,2880,交通运输业,湖南,股份有限公司,企业法人,0.55,1
98221,2011,4230,社区服务,江西,股份有限公司,企业法人,0.68,1
98387,2013,890,服务业,湖南,有限责任公司,自然人,0.67,1
98555,2013,1490,服务业,广西,合伙企业,自然人,0.77,1
98675,2006,2820,商业服务业,湖北,有限责任公司,自然人,0.69,1
98765,2010,5040,零售业,广东,集体所有制企业,自然人,0.87,1
99073,2013,6380,零售业,湖南,农民专业合作社,企业法人,0.81,1
99479,2005,9090,工业,江西,有限责任公司,自然人,0.91,1
99730,NA,2200,服务业,湖南,农民专业合作社,企业法人,0.64,1
99886,2012,6450,交通运输业,福建,农民专业合作社,企业法人,0.81,1
100027,2007,1070,交通运输业,湖北,股份有限公司,企业法人,0.76,1
100042,2007,1980,交通运输业,广西,集体所有制企业,自然人,0.64,1
100779,2006,200,工业,广东,有限责任公司,企业法人,0.73,1
101338,2003,5250,商业服务业,广西,有限责任公司,企业法人,0.93,1
101426,2003,7460,社区服务,广东,股份有限公司,自然人,0.64,1
101612,2007,5710,商业服务业,广西,股份有限公司,自然人,0.83,1
101681,2002,7800,社区服务,江西,股份有限公司,自然人,0.57,1
101731,2004,5260,零售业,湖北,集体所有制企业,自然人,0.62,1
101998,2008,9460,交通运输业,湖北,集体所有制企业,企业法人,0.55,1
102180,2005,1960,商业服务业,湖南,合伙企业,自然人,0.81,1
102472,2009,9460,零售业,湖南,集体所有制企业,自然人,0.87,1
102559,2011,2800,服务业,福建,农民专业合作社,自然人,0.53,1
102647,2003,760,零售业,湖南,农民专业合作社,自然人,0.52,1
102930,2010,2390,工业,湖北,股份有限公司,企业法人,0.63,1
103226,2002,6150,商业服务业,湖北,农民专业合作社,自然人,0.68,1
103490,2014,1530,零售业,湖南,有限责任公司,自然人,1,1
103775,2009,1620,交通运输业,江西,农民专业合作社,自然人,0.69,1
103854,2002,7860,零售业,广东,农民专业合作社,自然人,0.63,1
103995,2007,1840,工业,山东,集体所有制企业,自然人,0.76,1
104195,2003,6210,社区服务,湖北,有限责任公司,自然人,0.87,1
104231,2012,9120,社区服务,福建,有限责任公司,自然人,0.93,1
104658,2010,7600,工业,福建,有限责任公司,自然人,0.71,1
104733,2007,7080,社区服务,NA,有限责任公司,自然人,0.77,1
105617,2001,1740,社区服务,湖南,股份有限公司,企业法人,0.84,1
105757,2003,650,商业服务业,山东,合伙企业,自然人,0.67,1
106297,2004,8270,社区服务,山东,集体所有制企业,自然人,0.68,1
106398,2012,390,商业服务业,湖北,股份有限公司,企业法人,0.93,1
106427,2000,1280,零售业,山东,股份有限公司,企业法人,0.52,1
106587,2011,2730,服务业,江西,集体所有制企业,自然人,0.77,1
106777,2013,980,社区服务,湖北,集体所有制企业,企业法人,0.56,1
106806,2011,6180,零售业,湖北,农民专业合作社,企业法人,0.72,1
106825,2000,2170,零售业,江西,农民专业合作社,自然人,0.76,1
107498,2000,9020,社区服务,江西,有限责任公司,企业法人,0.55,1
107742,2005,3320,服务业,福建,股份有限公司,自然人,0.7,1
108004,2001,5550,工业,江西,合伙企业,企业法人,0.95,1
108236,2001,8180,交通运输业,福建,有限责任公司,企业法人,0.76,1
108333,2004,9080,商业服务业,江西,合伙企业,企业法人,0.98,1
108425,2002,7180,服务业,江西,有限责任公司,企业法人,0.52,1
108500,2008,6220,社区服务,湖南,集体所有制企业,企业法人,0.52,1
108554,2005,2200,社区服务,福建,股份有限公司,企业法人,0.98,1
108752,2009,7730,零售业,山东,合伙企业,自然人,0.66,1
108843,2011,9990,社区服务,广东,农民专业合作社,企业法人,0.52,1
108957,2001,4280,工业,湖南,有限责任公司,自然人,0.55,1
109175,2008,7830,服务业,广东,合伙企业,企业法人,0.54,1
109200,2013,9770,零售业,福建,集体所有制企业,企业法人,0.58,1
109269,2001,1460,社区服务,江西,农民专业合作社,企业法人,0.9,1
109859,2006,3660,交通运输业,山东,有限责任公司,企业法人,0.54,1
110098,2007,7770,商业服务业,山东,农民专业合作社,企业法人,1,1
110257,2003,9220,交通运输业,广东,合伙企业,自然人,1,1
110319,2009,5460,社区服务,湖北,合伙企业,自然人,0.61,1
110485,2012,4780,交通运输业,湖北,合伙企业,自然人,0.83,1
110894,2004,7920,服务业,广西,股份有限公司,企业法人,0.97,1
111315,2001,7980,零售业,山东,股份有限公司,企业法人,0.56,1
111376,2012,4790,服务业,江西,有限责任公司,企业法人,0.77,1
111989,2005,8970,商业服务业,福建,集体所有制企业,自然人,0.6,1
112117,2006,580,工业,江西,农民专业合作社,NA,0.98,1
112235,2001,550,商业服务业,湖南,有限责任公司,自然人,1,1
112355,2012,3940,商业服务业,湖北,合伙企业,企业法人,0.67,1
113401,2006,1620,交通运输业,广西,有限责任公司,自然人,0.7,1
113605,2003,5200,零售业,广东,合伙企业,自然人,0.78,1
113864,2009,1690,零售业,江西,股份有限公司,企业法人,0.78,1
114008,2001,NA,零售业,湖北,集体所有制企业,企业法人,0.59,1
114098,2005,3020,工业,广西,农民专业合作社,自然人,0.54,1
114271,2012,2420,服务业,湖南,合伙企业,自然人,0.58,1
114396,2003,9420,交通运输业,广西,股份有限公司,自然人,0.77,1
115186,2001,9410,服务业,湖北,合伙企业,自然人,0.94,1
115347,2001,3770,工业,福建,集体所有制企业,自然人,0.92,1
115400,2004,5680,零售业,湖南,合伙企业,企业法人,0.63,1
115830,2010,3670,零售业,山东,农民专业合作社,企业法人,0.74,1
116537,2010,8890,NA,福建,集体所有制企业,自然人,0.85,1
116703,2010,2200,社区服务,湖北,农民专业合作社,自然人,0.77,1
116880,2006,NA,社区服务,湖南,合伙企业,企业法人,0.92,1
117333,2013,9120,零售业,湖北,NA,企业法人,0.64,1
117553,2011,7310,工业,广东,合伙企业,企业法人,0.76,1
117663,2013,9270,零售业,江西,股份有限公司,自然人,0.79,1
117696,2001,7190,社区服务,广东,有限责任公司,企业法人,0.9,1
117784,2014,390,零售业,广西,有限责任公司,自然人,0.63,1
117956,2006,8660,工业,福建,集体所有制企业,企业法人,0.57,1
117994,2010,2080,零售业,江西,集体所有制企业,自然人,0.59,1
118267,2014,4530,交通运输业,山东,有限责任公司,企业法人,0.8,1
118329,2007,9000,社区服务,湖南,股份有限公司,企业法人,0.72,1
118379,2005,8650,零售业,福建,集体所有制企业,自然人,0.92,1
119075,2001,6600,工业,广西,有限责任公司,企业法人,0.7,1
119086,2014,9370,工业,湖南,合伙企业,企业法人,0.99,1
119212,2000,5600,工业,NA,合伙企业,企业法人,0.69,1
119290,2002,5980,服务业,湖北,农民专业合作社,企业法人,0.58,1
119352,2009,2880,社区服务,湖北,农民专业合作社,企业法人,0.83,1
119380,2005,6270,商业服务业,山东,合伙企业,自然人,0.53,1
119549,2008,8750,社区服务,湖南,集体所有制企业,自然人,0.73,1
119643,2005,4940,商业服务业,福建,合伙企业,自然人,0.99,1
119937,2014,8990,零售业,广西,股份有限公司,自然人,0.86,1
120494,2007,9290,零售业,广东,集体所有制企业,自然人,0.55,1
120855,2002,780,商业服务业,福建,农民专业合作社,自然人,0.65,1
121037,2010,4750,工业,湖北,合伙企业,自然人,0.98,1
121486,2002,260,社区服务,湖南,有限责任公司,企业法人,0.98,1
121697,2010,5070,交通运输业,湖南,股份有限公司,自然人,0.65,1
121704,2011,4490,商业服务业,江西,集体所有制企业,企业法人,0.89,1
121730,2007,7040,商业服务业,福建,股份有限公司,企业法人,0.8,1
121874,2009,8090,商业服务业,湖北,集体所有制企业,自然人,0.86,1
121977,2005,6650,商业服务业,江西,合伙企业,NA,1,1
122082,2000,3050,工业,江西,农民专业合作社,企业法人,0.78,1
122428,2011,7580,交通运输业,山东,合伙企业,企业法人,0.88,1
122554,2011,8690,交通运输业,湖南,有限责任公司,自然人,0.64,1
122891,2003,7270,商业服务业,广东,股份有限公司,企业法人,0.73,1
122941,2013,880,社区服务,广西,合伙企业,自然人,0.79,1
123134,2007,2050,商业服务业,广东,合伙企业,自然人,0.53,1
124463,2010,2320,交通运输业,福建,股份有限公司,企业法人,0.96,1
124640,2006,7260,社区服务,江西,合伙企业,自然人,0.96,1
124866,2000,2510,零售业,广东,集体所有制企业,企业法人,0.88,1
124919,2002,2150,商业服务业,江西,NA,企业法人,0.54,1
125582,2001,9510,工业,广东,股份有限公司,自然人,0.63,1
125653,2005,8390,服务业,山东,农民专业合作社,自然人,0.76,1
125661,2014,7240,工业,湖南,有限责任公司,自然人,0.74,1
126114,2004,9230,服务业,广西,农民专业合作社,企业法人,0.65,1
126134,2003,1060,零售业,山东,股份有限公司,自然人,0.8,1
126152,2011,5090,商业服务业,广东,合伙企业,企业法人,0.51,1
126269,2002,3070,商业服务业,广西,农民专业合作社,自然人,0.57,1
126602,2013,6870,工业,湖北,有限责任公司,自然人,0.71,1
126757,2011,6730,零售业,湖南,股份有限公司,自然人,0.59,1
127496,2001,9000,商业服务业,湖南,有限责任公司,企业法人,0.58,1
127526,2005,7770,社区服务,湖南,农民专业合作社,企业法人,0.77,1
127780,2009,7510,商业服务业,湖北,集体所有制企业,企业法人,0.77,1
127786,2010,5430,服务业,湖南,NA,企业法人,0.56,1
127861,2013,3440,商业服务业,广西,合伙企业,企业法人,0.85,1
128084,2000,3670,服务业,福建,有限责任公司,企业法人,0.92,1
128120,2007,9290,社区服务,山东,合伙企业,自然人,0.63,1
129385,2014,8460,交通运输业,山东,合伙企业,企业法人,0.75,1
129544,2012,3850,社区服务,湖南,农民专业合作社,企业法人,0.66,1
129814,2011,7590,服务业,湖南,股份有限公司,自然人,0.59,1
130090,2010,2330,零售业,广东,农民专业合作社,企业法人,0.61,1
130308,2003,5710,交通运输业,山东,合伙企业,企业法人,0.56,1
130350,2000,7300,零售业,湖北,集体所有制企业,自然人,1,1
130381,2000,4880,社区服务,广东,农民专业合作社,企业法人,0.52,1
130503,2006,7660,零售业,山东,股份有限公司,自然人,0.95,1
130691,2006,8410,零售业,湖北,NA,企业法人,0.84,1
130734,2014,240,商业服务业,江西,农民专业合作社,企业法人,0.59,1
130888,2002,2110,工业,山东,集体所有制企业,企业法人,0.91,1
131230,2009,8270,服务业,广东,股份有限公司,自然人,0.55,1
131434,2013,7250,商业服务业,湖南,有限责任公司,自然人,0.69,1
132030,2007,3740,服务业,山东,农民专业合作社,自然人,0.66,1
132061,2008,9690,商业服务业,福建,集体所有制企业,自然人,0.88,1
133079,2013,9140,交通运输业,山东,集体所有制企业,自然人,0.78,1
133351,2005,6660,服务业,广东,有限责任公司,自然人,0.74,1
133530,2002,3210,商业服务业,湖北,集体所有制企业,自然人,0.96,1
133543,2001,7910,交通运输业,NA,集体所有制企业,自然人,0.83,1
133711,2004,1760,服务业,湖南,农民专业合作社,自然人,0.63,1
133740,2010,8880,工业,广西,合伙企业,企业法人,0.62,1
133832,2008,6060,社区服务,福建,集体所有制企业,企业法人,0.88,1
133855,2002,240,商业服务业,湖北,合伙企业,自然人,0.8,1
133938,2001,8140,交通运输业,广东,集体所有制企业,企业法人,1,1
134044,2011,1570,商业服务业,湖北,合伙企业,自然人,0.64,1
134139,2008,1170,服务业,广西,集体所有制企业,自然人,0.8,1
134240,2007,5620,交通运输业,山东,股份有限公司,自然人,0.59,1
134593,2001,2160,工业,山东,有限责任公司,自然人,0.79,1
134886,2006,5090,社区服务,湖北,农民专业合作社,自然人,0.91,1
135204,2010,1580,商业服务业,湖南,集体所有制企业,企业法人,0.81,1
136542,2006,2540,工业,江西,合伙企业,企业法人,0.53,1
136738,2004,6470,社区服务,湖南,农民专业合作社,自然人,0.91,1
137098,2005,1200,社区服务,山东,有限责任公司,自然人,0.79,1
137131,2009,5480,工业,广西,农民专业合作社,自然人,0.65,1
