ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
29427,2017,106,69120,122880,317952,222566.4,95385.6,-31795.2,0,-53760
29593,2017,591,103200,47300,278640,111456,55728,-27864,0,55900
29601,2017,361,33200,47310,83000,41500,16600,-8300,0,-14110
29967,2017,547,393550,583380,432905,303033.5,86581,-43290.5,0,-189830
29976,2017,752,217440,422800,282672,113068.8,56534.4,-28267.2,0,-205360
30132,2015,140,37350,33200,115785,NA,46314,-11578.5,0,4150
30246,2015,320,321720,471090,1351224,675612,405367.2,-135122.4,0,-149370
30264,2015,850,7170,0,24378,12189,7313.4,-2437.8,0,7170
30302,2015,235,NA,232185,662232,463562.4,66223.2,-66223.2,0,-70665
30369,2015,344,8320,11520,24128,16889.6,12064,-2412.8,0,-3200
31143,2015,515,106650,156420,362610,181305,72522,-36261,0,-49770
31438,2015,256,9960,3320,16932,10159.2,6772.8,-1693.2,0,6640
31622,2015,370,693000,683100,1732500,1039500,693000,NA,0,9900
31842,2015,715,132000,194700,26400,18480,10560,-2640,0,-62700
32128,2015,949,153400,145730,153400,122720,76700,-15340,0,7670
32253,2015,729,76560,74240,168432,117902.4,84216,-16843.2,0,2320
32388,2015,87,53760,25920,139776,111820.8,13977.6,-13977.6,0,27840
32579,2015,64,258720,124740,1164240,698544,465696,-116424,0,133980
32676,2015,642,287360,139190,747136,373568,298854.4,-74713.6,0,148170
32760,2015,306,63900,62480,31950,19170,3195,-3195,0,1420
32969,2015,199,255200,249400,1250480,500192,250096,-125048,0,5800
32995,2015,201,216320,419120,930176,372070.4,465088,-93017.6,0,-202800
33282,2015,750,1480,0,1036,725.2,414.4,-103.6,0,1480
34049,2015,620,285180,139195,1425900,1140720,427770,-142590,0,145985
34074,2015,845,2880,3240,9792,4896,979.2,-979.2,0,-360
34248,2015,768,80320,150600,257024,154214.4,102809.6,-25702.4,0,-70280
34308,2015,310,68040,96390,156492,125193.6,15649.2,-15649.2,0,-28350
34470,2015,420,58400,102200,274480,109792,137240,-27448,NA,-43800
34569,2015,899,27360,27360,32832,22982.4,3283.2,-3283.2,0,0
34772,2015,282,38940,48675,167442,83721,66976.8,-16744.2,0,-9735
34823,2015,798,22360,33540,26832,16099.2,5366.4,-2683.2,0,-11180
35119,2015,919,17550,34560,28080,22464,11232,-2808,0,-17010
35426,2015,706,88480,165900,247744,123872,24774.4,-24774.4,0,-77420
35492,2015,716,30690,27900,125829,62914.5,37748.7,-12582.9,0,2790
35662,2015,300,21150,29610,69795,27918,34897.5,-6979.5,0,-8460
35703,2015,835,7770,11100,28749,20124.3,5749.8,-2874.9,0,-3330
35750,2015,810,37800,74520,83160,66528,41580,-8316,0,-36720
35844,2015,344,17700,8555,8850,6195,3540,-885,0,9145
35887,2015,958,86580,153920,155844,109090.8,77922,-15584.4,0,-67340
36046,2015,994,77000,35750,46200,27720,18480,-4620,0,41250
36360,2015,56,76000,102600,205200,82080,82080,-20520,0,-26600
36679,2015,634,152280,215730,30456,24364.8,9136.8,-3045.6,0,-63450
36727,2015,962,69450,129640,173625,138900,52087.5,-17362.5,0,-60190
36740,2015,117,151600,73905,151600,60640,15160,-15160,0,77695
36941,2015,473,141800,269420,241060,192848,120530,-24106,0,-127620
37342,NA,815,73440,67320,190944,76377.6,95472,-19094.4,0,6120
37412,2015,105,66000,63250,66000,33000,NA,-6600,0,2750
37653,2015,704,10640,4560,18088,12661.6,5426.4,-1808.8,0,6080
37721,2015,144,25360,44380,121728,73036.8,24345.6,-12172.8,0,-19020
38023,2015,613,49100,66285,112930,67758,11293,-11293,0,-17185
38032,2015,264,1170,780,1521,608.4,760.5,-152.1,0,390
38062,2015,443,203060,97625,284284,227427.2,56856.8,-28428.4,0,105435
38296,2015,565,275500,404985,771400,617120,154280,-77140,0,-129485
38401,2015,84,188600,89585,641240,512992,128248,-64124,0,99015
38406,2015,460,15840,15400,33264,19958.4,3326.4,-3326.4,0,440
38610,2015,578,92520,127215,416340,291438,124902,-41634,0,-34695
38611,2015,263,59220,26320,254646,152787.6,127323,-25464.6,0,32900
38714,2015,560,47450,46720,71175,56940,35587.5,-7117.5,0,730
38764,2015,951,170280,165550,510840,255420,255420,-51084,0,4730
38864,2015,467,42100,50520,79990,39995,15998,-7999,0,-8420
38946,2015,966,88770,129120,62139,37283.4,18641.7,-6213.9,0,-40350
39802,2015,467,441480,432990,1280292,768175.2,128029.2,-128029.2,0,8490
40190,2015,947,66510,88680,232785,162949.5,23278.5,-23278.5,0,-22170
40231,2015,588,293400,NA,117360,58680,35208,-11736,0,6520
40950,2015,601,80080,37180,288288,201801.6,144144,-28828.8,0,42900
41027,2015,257,23400,10800,79560,63648,31824,-7956,0,12600
41159,2015,933,143280,202980,472824,283694.4,189129.6,-47282.4,0,-59700
41345,2015,227,69210,92280,138420,55368,13842,-13842,0,-23070
41405,2015,383,258750,382950,621000,434700,62100,-62100,0,-124200
41451,2015,431,25760,33810,77280,38640,38640,-7728,0,-8050
41570,2015,837,185100,357860,240630,120315,120315,-24063,0,-172760
41860,2015,408,52780,67860,105560,63336,10556,-10556,0,-15080
41906,2015,116,263760,508680,501144,300686.4,250572,-50114.4,0,-244920
42114,2015,526,NA,39040,245830,172081,49166,-24583,0,40260
42406,2015,968,110000,104500,176000,123200,70400,-17600,0,5500
42484,2015,NA,325500,641700,325500,227850,97650,-32550,0,-316200
42739,2015,928,9480,17380,34128,13651.2,17064,-3412.8,0,-7900
42770,2015,673,6560,2460,22960,13776,4592,-2296,0,4100
43021,2015,850,32500,14625,123500,74100,61750,-12350,0,17875
44291,2015,894,241920,116640,217728,174182.4,21772.8,-21772.8,0,125280
44974,2015,176,83880,122325,335520,201312,67104,-33552,0,-38445
45221,2015,640,22820,21190,109536,NA,NA,-10953.6,0,1630
45362,2015,570,NA,134815,1179060,943248,471624,-117906,0,139385
45750,2015,898,339300,165300,1017900,712530,101790,-101790,0,174000
45825,2015,968,522900,773145,679770,271908,67977,-67977,0,-250245
46259,2015,531,69900,101355,286590,229272,57318,-28659,0,-31455
46274,2015,274,8920,10035,41032,16412.8,8206.4,-4103.2,0,-1115
46556,2015,836,327180,638780,1243284,994627.2,621642,-124328.4,0,-311600
46787,2015,581,160920,156450,643680,450576,257472,-64368,0,4470
47053,2015,459,50280,41900,95532,57319.2,47766,-9553.2,0,8380
47264,2015,349,381150,561330,1334025,933817.5,400207.5,-133402.5,0,-180180
47267,2015,302,125440,246400,238336,143001.6,23833.6,-23833.6,0,-120960
47352,2015,268,513150,251910,410520,164208,82104,-41052,0,261240
47417,2015,460,115360,160680,357616,250331.2,71523.2,-35761.6,0,-45320
47464,2015,429,4180,0,13376,8025.6,4012.8,-1337.6,0,4180
47871,2015,62,12320,5280,36960,14784,14784,-3696,0,7040
47964,2015,684,219360,322185,21936,8774.4,4387.2,-2193.6,0,-102825
48204,2015,462,325360,159775,1301440,650720,130144,-130144,0,165585
48222,2015,39,26670,34290,29337,14668.5,2933.7,-2933.7,0,-7620
48228,NA,62,10340,2585,5170,3619,1551,-517,0,7755
48254,2015,152,87750,163800,17550,10530,8775,-1755,0,-76050
48272,2015,198,283320,137725,56664,22665.6,5666.4,-5666.4,0,145595
48367,2015,381,335400,653600,637260,509808,254904,-63726,0,-318200
48533,2015,240,78200,74290,218960,131376,43792,-21896,0,3910
49019,2015,191,11960,23000,29900,23920,8970,-2990,0,-11040
49446,2015,717,562500,277500,1012500,506250,405000,-101250,0,285000
49469,2015,279,23800,45220,28560,17136,5712,-2856,0,-21420
49545,2015,496,66780,95400,93492,37396.8,46746,-9349.2,0,-28620
49822,2015,567,73200,98820,161040,80520,80520,-16104,0,-25620
49879,2015,291,190300,363300,380600,228360,152240,-38060,0,-173000
50052,2015,136,625800,925290,2753520,1101408,1376760,-275352,0,-299490
50164,2015,370,231120,221490,693360,554688,69336,-69336,0,9630
50191,2015,552,37180,34320,178464,124924.8,89232,-17846.4,0,2860
50741,2015,795,249200,364455,1246000,623000,124600,-124600,0,-115255
50937,2015,795,229250,445400,68775,55020,20632.5,-6877.5,0,-216150
51078,2015,641,2400,600,9840,4920,2952,-984,0,1800
51148,2015,86,8100,3915,7290,4374,2187,-729,0,4185
51343,2015,679,175800,84970,193380,154704,58014,-19338,0,NA
51422,2015,903,114660,109200,206388,144471.6,103194,-20638.8,0,5460
51503,2015,875,40410,53880,169722,135777.6,16972.2,-16972.2,0,-13470
51832,2015,59,46500,86800,46500,23250,18600,-4650,0,-40300
51833,2015,751,1190,0,119,95.2,23.8,-11.9,0,1190
51869,2015,848,39600,55440,3960,1980,1188,-396,0,-15840
52105,2015,662,112200,209440,44880,22440,13464,-4488,0,-97240
52327,2015,846,221100,106865,1105500,552750,221100,-110550,0,114235
52328,2015,513,24300,30375,34020,17010,6804,-3402,0,NA
52443,2015,545,36400,35490,94640,56784,37856,-9464,0,910
52797,2015,474,103320,50225,134316,80589.6,26863.2,-13431.6,0,53095
53346,2015,285,5420,0,3794,1517.6,1517.6,-379.4,0,5420
53589,2015,487,41400,38640,140760,98532,56304,-14076,0,2760
53829,2015,325,353080,519435,353080,211848,176540,-35308,0,-166355
54161,2015,826,105600,51150,42240,16896,16896,-4224,0,54450
54328,2015,635,654750,1292040,851175,510705,255352.5,-85117.5,0,-637290
54813,2015,885,46380,77300,106674,53337,32002.2,-10667.4,0,-30920
55206,2015,403,83070,161880,58149,29074.5,11629.8,-5814.9,0,-78810
55417,2015,995,419250,413660,1048125,733687.5,524062.5,-104812.5,0,5590
55465,2015,992,142400,277680,427200,299040,213600,-42720,0,-135280
55990,2015,505,9630,9630,963,770.4,288.9,-96.3,0,0
56210,2015,241,104400,100050,219240,87696,65772,-21924,0,4350
56906,2015,806,154440,225225,185328,129729.6,37065.6,-18532.8,0,-70785
57172,2015,589,134460,63495,201690,161352,40338,-20169,0,70965
57184,2015,955,131560,128570,144716,86829.6,43414.8,-14471.6,0,2990
57345,2015,363,174600,165870,453960,317772,136188,-45396,0,8730
57449,2015,684,258600,508580,1111980,555990,111198,-111198,0,-249980
57506,2015,699,172800,168480,864000,432000,172800,-86400,0,4320
57751,2015,583,22330,20300,53592,26796,26796,-5359.2,0,2030
57799,2015,38,28500,9500,91200,63840,9120,-9120,0,19000
57871,2015,277,13640,13330,62744,37646.4,31372,-6274.4,0,310
58140,2015,145,16100,22425,51520,41216,20608,-5152,0,-6325
58233,2015,875,216840,316920,21684,10842,4336.8,-2168.4,0,-100080
58343,2015,718,59040,56580,289296,202507.2,144648,-28929.6,0,2460
59433,2015,839,140920,207315,690508,276203.2,345254,-69050.8,0,-66395
59532,2015,784,99320,194820,307892,246313.6,61578.4,-30789.2,0,-95500
59684,2015,673,66750,32930,46725,37380,14017.5,-4672.5,0,33820
59893,2015,646,13500,21600,41850,25110,12555,-4185,0,-8100
59960,2015,818,82200,39730,361680,180840,36168,-36168,0,42470
30132,2016,675,83000,39425,141100,84660,14110,-14110,0,43575
30246,2016,311,574500,850260,344700,241290,103410,-34470,0,-275760
30264,2016,898,57360,100380,131928,79156.8,65964,-13192.8,0,-43020
30302,2016,860,87490,40380,139984,111987.2,13998.4,-13998.4,0,47110
30369,2016,869,35840,70400,103936,51968,20787.2,-10393.6,0,-34560
31143,2016,865,151680,74655,75840,53088,30336,-7584,0,77025
31438,2016,880,6640,1660,21248,16998.4,10624,-2124.8,0,4980
31622,2016,354,594000,292050,59400,35640,17820,-5940,0,301950
31842,2016,364,NA,207900,253440,177408,76032,-25344,0,-67100
32128,2016,108,115050,53690,80535,40267.5,24160.5,-8053.5,0,61360
32253,2016,950,27840,25520,38976,19488,15590.4,-3897.6,0,2320
32388,2016,368,61440,119040,12288,6144,4915.2,-1228.8,0,-57600
32579,2016,180,277200,133980,554400,443520,55440,-55440,0,143220
32676,2016,718,80820,107760,290952,145476,58190.4,-29095.2,0,-26940
32760,2016,793,56800,110760,198800,99400,19880,-19880,0,-53960
32969,2016,460,278400,272600,417600,167040,208800,-41760,0,5800
32995,2016,279,60840,54080,54756,32853.6,21902.4,-5475.6,0,6760
33282,2016,399,14800,13320,16280,11396,1628,-1628,0,1480
34049,2016,451,305550,149380,61110,30555,12222,-6111,0,156170
34074,2016,979,18000,25920,48600,19440,24300,-4860,0,-7920
34248,2016,347,25100,30120,62750,37650,25100,-6275,0,-5020
34308,2016,937,189000,277830,907200,453600,181440,-90720,0,-88830
34470,2016,330,87600,80300,402960,161184,120888,-40296,0,7300
34569,2016,297,54720,45600,235296,117648,70588.8,-23529.6,0,9120
34772,2016,246,97350,181720,379665,303732,151866,-37966.5,0,-84370
34823,2016,858,16770,11180,72111,43266.6,14422.2,-7211.1,0,5590
35119,2016,346,7560,10935,5292,2646,1058.4,-529.2,0,-3375
35426,2016,610,138250,66360,566825,340095,56682.5,-56682.5,0,71890
35492,2016,241,33480,61380,13392,8035.2,1339.2,-1339.2,0,-27900
35662,2016,444,11280,9870,20304,10152,10152,-2030.4,0,1410
35703,2016,329,11840,22940,37888,26521.6,15155.2,-3788.8,0,-11100
35750,2016,628,40500,79920,190350,76140,57105,-19035,0,-39420
35844,2016,360,6490,11800,18172,7268.8,3634.4,-1817.2,0,-5310
35887,2016,46,96200,43290,317460,158730,31746,-31746,0,52910
36046,2016,910,88000,165000,308000,215600,92400,-30800,0,-77000
36360,2016,693,114000,53200,193800,77520,77520,-19380,0,60800
36679,2016,671,253800,122670,558360,390852,167508,-55836,0,131130
36727,2016,31,27780,11575,122232,97785.6,61116,-12223.2,0,16205
36740,2016,709,166760,81485,250140,150084,75042,-25014,0,85275
36941,2016,343,85080,77990,297780,208446,119112,-29778,0,7090
37342,2016,190,61200,55080,159120,NA,79560,-15912,0,6120
37412,2016,103,71500,103125,243100,121550,24310,-24310,0,-31625
37653,2016,676,60800,59280,91200,36480,36480,-9120,NA,1520
37721,2016,92,57060,107780,39942,31953.6,19971,-3994.2,0,-50720
38023,2016,338,162030,NA,48609,29165.4,9721.8,-4860.9,0,4910
38032,2016,980,3120,1365,4680,2808,2340,-468,0,1755
38062,2016,610,437360,214775,218680,109340,109340,-21868,0,222585
38296,2016,NA,60610,110200,284867,199406.9,56973.4,-28486.7,0,-49590
38401,2016,849,56580,70725,107502,53751,43000.8,-10750.2,0,-14145
38406,2016,481,4400,3960,8800,7040,1760,-880,0,440
38610,2016,815,300690,146490,180414,72165.6,36082.8,-18041.4,0,154200
38611,2016,152,78960,144760,118440,82908,35532,-11844,0,-65800
38714,2016,883,40880,NA,73584,51508.8,29433.6,-7358.4,0,730
38764,2016,663,307450,302720,461175,276705,230587.5,-46117.5,0,4730
38864,2016,630,252600,122090,1086180,760326,434472,-108618,0,130510
38946,2016,229,129120,252860,632688,442881.6,189806.4,-63268.8,0,-123740
39802,2016,47,594300,1171620,2436630,1949304,487326,-243663,0,-577320
40190,2016,629,221700,321465,687270,343635,343635,-68727,0,-99765
40231,2016,499,104320,48900,385984,154393.6,154393.6,-38598.4,0,55420
40950,2016,591,171600,82940,514800,NA,51480,-51480,0,88660
41027,2016,897,75600,36900,98280,39312,19656,-9828,0,38700
41159,2016,988,238800,230840,788040,551628,236412,-78804,0,7960
41345,2016,863,92280,169180,378348,227008.8,37834.8,-37834.8,0,-76900
41405,2016,124,165600,324300,596160,357696,298080,-59616,0,-158700
41451,2016,768,115920,56350,185472,129830.4,37094.4,-18547.2,0,59570
41570,2016,883,339350,333180,814440,570108,325776,-81444,0,6170
41860,2016,972,241280,116870,675584,337792,135116.8,-67558.4,0,124410
41906,2016,635,282600,136590,1045620,627372,313686,-104562,0,146010
42114,2016,557,17080,15860,15372,12297.6,3074.4,-1537.2,0,1220
42406,2016,479,181500,176000,834900,667920,333960,-83490,0,5500
42484,2016,480,279000,274350,418500,292950,209250,-41850,0,4650
42739,2016,317,11060,5135,40922,20461,4092.2,-4092.2,0,5925
42770,2016,88,32800,62320,6560,3280,656,-656,0,-29520
43021,2016,106,107250,208000,375375,300300,75075,-37537.5,0,-100750
44291,2016,576,518400,509760,777600,544320,77760,-77760,0,8640
44974,2016,821,93200,181740,195720,137004,78288,-19572,0,-88540
45221,2016,268,65200,63570,123880,74328,37164,-12388,0,1630
45362,2016,604,365600,541545,402160,321728,40216,-40216,0,-175945
45750,2016,503,609000,1200600,1644300,NA,164430,-164430,0,-591600
45825,2016,156,112050,104580,168075,67230,50422.5,-16807.5,0,7470
46259,2016,134,51260,24465,66638,46646.6,19991.4,-6663.8,0,26795
46274,2016,452,33450,31220,100350,70245,20070,-10035,0,2230
46556,2016,75,467400,459610,2243520,1794816,448704,-224352,0,7790
46787,2016,548,232440,455940,999492,699644.4,399796.8,-99949.2,0,-223500
47053,2016,151,58660,25140,58660,46928,11732,-5866,0,33520
47264,2016,394,332640,651420,133056,93139.2,13305.6,-13305.6,0,-318780
47267,2016,179,134400,198240,107520,53760,32256,-10752,0,-63840
47352,2016,322,447840,438510,1164384,931507.2,465753.6,-116438.4,0,9330
47417,2016,189,494400,243080,2274240,1591968,909696,-227424,0,251320
47464,2016,162,8360,8360,26752,10700.8,13376,-2675.2,0,0
47871,2016,224,70400,68640,126720,63360,12672,-12672,0,1760
47964,2016,380,178230,86830,338637,237045.9,135454.8,-33863.7,0,91400
48204,2016,946,435750,429940,2004450,1202670,400890,-200445,0,5810
48222,2016,632,152400,148590,518160,310896,51816,-51816,0,3810
48228,2016,129,20680,23265,88924,44462,35569.6,-8892.4,0,-2585
48254,2016,658,175500,84825,368550,257985,73710,-36855,0,NA
48272,2016,929,393500,771260,1810100,905050,181010,-181010,0,-377760
48367,2016,984,602000,890100,2046800,1637440,818720,-204680,0,-288100
48533,2016,611,23460,19550,7038,2815.2,1407.6,-703.8,0,3910
49019,2016,331,25760,50600,25760,18032,5152,-2576,0,-24840
49446,2016,93,NA,296250,840000,588000,168000,-84000,0,303750
49469,2016,644,28560,27370,128520,51408,64260,-12852,NA,1190
49545,2016,154,25440,11130,81408,32563.2,40704,-8140.8,0,14310
49822,2016,312,402600,790560,362340,217404,36234,-36234,0,-387960
49879,2016,358,415200,NA,996480,597888,99648,-99648,0,211925
50052,2016,957,268200,129630,616860,370116,246744,-61686,0,138570
50164,2016,708,250380,240750,1176786,588393,235357.2,-117678.6,0,9630
50191,2016,682,80080,154440,64064,32032,19219.2,-6406.4,0,-74360
50741,2016,941,280350,274120,196245,137371.5,98122.5,-19624.5,0,6230
50937,2016,565,262000,255450,1126600,563300,337980,-112660,0,6550
51078,2016,123,7200,12000,25920,18144,12960,-2592,0,-4800
51148,2016,736,NA,7290,66825,33412.5,6682.5,-6682.5,0,7560
51343,2016,630,375040,184590,1012608,810086.4,506304,-101260.8,0,190450
51422,2016,378,43680,38220,48048,24024,9609.6,-4804.8,0,5460
51503,2016,29,44900,40410,13470,10776,5388,-1347,0,4490
51832,2016,119,37200,34100,104160,62496,52080,-10416,0,3100
51833,2016,205,4760,5355,23800,14280,7140,-2380,0,-595
51869,2016,757,47520,89760,NA,109771.2,62726.4,-15681.6,0,-42240
52105,2016,390,239360,115940,191488,95744,38297.6,-19148.8,0,123420
52327,2016,165,235840,228470,990528,396211.2,NA,-99052.8,0,7370
52328,2016,691,81000,38475,202500,101250,20250,-20250,0,42525
52443,2016,611,8190,3640,36036,14414.4,18018,-3603.6,0,4550
52797,2016,68,74620,71750,231322,92528.8,46264.4,-23132.2,0,2870
53346,2016,514,10840,8130,1084,650.4,216.8,-108.4,0,2710
53589,2016,146,44160,20700,176640,88320,70656,-17664,0,23460
53829,2016,569,380240,186725,1254792,627396,250958.4,-125479.2,0,193515
54161,2016,590,118800,173250,261360,209088,52272,-26136,0,-54450
54328,2016,150,419040,NA,1634256,980553.6,163425.6,-163425.6,0,8730
54813,2016,657,69570,123680,90441,45220.5,18088.2,-9044.1,0,-54110
55206,2016,686,59640,28755,101388,70971.6,30416.4,-10138.8,0,30885
55417,2016,251,357760,528255,35776,17888,7155.2,-3577.6,0,-170495
55465,2016,436,117480,113920,258456,103382.4,25845.6,-25845.6,0,3560
55990,2016,959,12840,9630,34668,17334,17334,-3466.8,0,3210
56210,NA,422,60900,113100,12180,6090,6090,-1218,0,-52200
56906,2016,668,278850,549120,975975,780780,487987.5,-97597.5,0,-270270
57172,2016,792,224100,216630,493020,345114,197208,-49302,0,7470
57184,2016,779,143520,140530,574080,459264,287040,-57408,0,2990
57345,2016,198,52380,87300,167616,117331.2,33523.2,-16761.6,0,-34920
